Gene name,Gene stable ID
SYT5,ENSG00000129990
RP11-27G13.5,ENSG00000271606
RP11-27G13.4,ENSG00000250398
VARS,ENSG00000204394
TMPRSS13,ENSG00000137747
CTA-221G9.7,ENSG00000236641
RP11-74M13.6,ENSG00000273536
TENM2,ENSG00000145934
RP11-74M13.4,ENSG00000258679
CTB-77H17.1,ENSG00000253947
CTB-180C19.1,ENSG00000254365
RP11-465N4.5,ENSG00000273478
STK10,ENSG00000072786
CRYBB3,ENSG00000100053
RP11-855C21.1,ENSG00000253104
PMCHL1,ENSG00000168967
RP3-435K13.1,ENSG00000216523
FDPSP5,ENSG00000215035
ACKR3,ENSG00000144476
RP11-397A15.4,ENSG00000235386
CTD-2655K5.1,ENSG00000255236
AGGF1P2,ENSG00000233435
CDH12,ENSG00000154162
DEFB132,ENSG00000186458
GCNT1P2,ENSG00000249206
OR6C74,ENSG00000197706
OR10A7,ENSG00000179919
FXYD6,ENSG00000137726
RP11-170N16.1,ENSG00000244083
OOSP2,ENSG00000149507
RP11-371E8.4,ENSG00000259066
PECR,ENSG00000115425
RP3-395M20.8,ENSG00000281197
SPIDR,ENSG00000164808
RP11-893F2.5,ENSG00000249406
RP11-672A2.3,ENSG00000254975
RP11-893F2.15,ENSG00000263176
RP11-216M21.8,ENSG00000283211
RP11-813N20.2,ENSG00000249890
ZHX2,ENSG00000178764
SUSD3,ENSG00000157303
MGST1,ENSG00000008394
RP11-248E9.4,ENSG00000258173
RP11-745A24.3,ENSG00000273721
IL2,ENSG00000109471
EGR1,ENSG00000120738
RP11-248E9.1,ENSG00000258205
MTATP6P19,ENSG00000228316
MTCO3P19,ENSG00000224471
HORMAD2-AS1,ENSG00000227117
PPTC7,ENSG00000196850
OR9R1P,ENSG00000224622
MTCO1P19,ENSG00000237300
CCDC181,ENSG00000117477
RP4-800F24.1,ENSG00000235575
IRGM,ENSG00000237693
RP11-616L12.1,ENSG00000257870
LYPLA1P3,ENSG00000218350
LINC01947,ENSG00000254130
RP11-672A2.5,ENSG00000255363
NFAM1,ENSG00000235568
RP11-672A2.6,ENSG00000255479
RP11-67M9.1,ENSG00000254171
RP11-830F9.7,ENSG00000261226
RPL7P20,ENSG00000254252
RP11-830F9.6,ENSG00000205018
ITGB2,ENSG00000160255
RP11-439E19.7,ENSG00000235021
RIF1,ENSG00000080345
RP11-439E19.9,ENSG00000260698
LINC01151,ENSG00000253819
RP11-379K22.2,ENSG00000259175
RP11-96B2.1,ENSG00000255325
RP11-697E23.1,ENSG00000248308
PRAMEF35P,ENSG00000236179
MRPS36P3,ENSG00000253814
RP11-398G24.2,ENSG00000254303
RP9,ENSG00000164610
RP11-3G20.2,ENSG00000248478
GS1-259H13.2,ENSG00000244219
GS1-259H13.13,ENSG00000272647
LINC02143,ENSG00000253236
OR51F2,ENSG00000176925
RP11-195C7.1,ENSG00000236021
RP11-512N4.2,ENSG00000225303
CACNA1F,ENSG00000102001
OR51F3P,ENSG00000272559
OR51C4P,ENSG00000272664
BAIAP2-AS1,ENSG00000226137
NTAN1P2,ENSG00000250569
OR51A6P,ENSG00000197023
OR51A3P,ENSG00000227023
HAS2-AS1,ENSG00000248690
OR51T1,ENSG00000176900
OR51A2,ENSG00000205496
SLC6A8,ENSG00000130821
OR51A8P,ENSG00000197984
CTD-2158P22.4,ENSG00000250895
RP11-1149M3.2,ENSG00000253176
CNST,ENSG00000162852
AP000892.4,ENSG00000250699
CTB-32P11.1,ENSG00000253538
RP11-524F11.1,ENSG00000265511
LSM1P2,ENSG00000271679
COMT,ENSG00000093010
TSPAN31,ENSG00000135452
PAFAH1B2,ENSG00000168092
RP11-22M7.2,ENSG00000233620
OR52I2,ENSG00000226288
RP11-619A14.3,ENSG00000255362
RP11-542A14.1,ENSG00000254350
RP5-1111A8.3,ENSG00000229242
RP11-383G10.5,ENSG00000225063
MAPK6PS4,ENSG00000215179
RP11-667F14.1,ENSG00000279086
GINS4,ENSG00000147536
KRT8P3,ENSG00000254285
SFT2D2,ENSG00000213064
WNT11,ENSG00000085741
ANKRD36BP1,ENSG00000214262
RP11-619A14.2,ENSG00000254933
DENND4B,ENSG00000198837
HCK,ENSG00000101336
TXNDC15,ENSG00000113621
SMYD3,ENSG00000185420
NMBR,ENSG00000135577
OPRM1,ENSG00000112038
RP11-137J7.2,ENSG00000236822
CDK4,ENSG00000135446
RP11-137J7.3,ENSG00000270983
RP11-123M6.2,ENSG00000258663
RTL1,ENSG00000254656
SLC17A8,ENSG00000179520
SMNDC1,ENSG00000119953
NT5C3A,ENSG00000122643
MAOB,ENSG00000069535
SPACA7,ENSG00000153498
CAV2,ENSG00000105971
AC007016.3,ENSG00000249930
RP11-799M12.2,ENSG00000273133
GJE1,ENSG00000203733
COPG2,ENSG00000158623
CTD-2561B21.3,ENSG00000262662
CTD-2561B21.5,ENSG00000261924
RP11-351O1.4,ENSG00000270421
RP3-508I15.19,ENSG00000230149
CTD-2561B21.4,ENSG00000262313
RPL31P7,ENSG00000232083
OR9A2,ENSG00000179468
AGAP2-AS1,ENSG00000255737
PRAMEF30P,ENSG00000231103
GTPBP1,ENSG00000100226
FKBP4P2,ENSG00000269692
AP000357.4,ENSG00000224334
JMJD1C,ENSG00000171988
AGAP2,ENSG00000135439
LL22NC03-N95F10.1,ENSG00000282012
HNRNPCL1,ENSG00000179172
AP000358.5,ENSG00000237601
LINC01314,ENSG00000259417
SDR42E1P1,ENSG00000273994
ZBTB45P1,ENSG00000225108
SNORD74,ENSG00000200206
MIR921,ENSG00000215952
MIR6892,ENSG00000278449
MIR103B1,ENSG00000283612
MIR516A2,ENSG00000207620
RNU7-160P,ENSG00000252469
RN7SL795P,ENSG00000239748
MIR1233-2,ENSG00000221065
MIR142,ENSG00000284353
RNU6-927P,ENSG00000252008
SNORA20,ENSG00000252689
SNORD115-3,ENSG00000199970
RN7SL393P,ENSG00000243723
MIR323A,ENSG00000199069
MIR6085,ENSG00000275451
MIR759,ENSG00000211579
PART1_2,ENSG00000275634
MIR200B,ENSG00000207730
RNU6-863P,ENSG00000251798
MIR1307,ENSG00000283867
RNU2-21P,ENSG00000222300
RNA5SP60,ENSG00000222552
Y_RNA,ENSG00000263679
MIR3663,ENSG00000266782
PRPF31,ENSG00000274144
RN7SKP121,ENSG00000222774
MIR4540,ENSG00000264922
RNU4-51P,ENSG00000201076
MIR4717,ENSG00000264004
RNU5E-9P,ENSG00000223096
Y_RNA,ENSG00000201786
RNY4P19,ENSG00000199400
RNA5SP399,ENSG00000200873
RN7SL20P,ENSG00000242251
MIR4635,ENSG00000263834
RNA5SP287,ENSG00000252167
MIR548AB,ENSG00000265328
RNU2-40P,ENSG00000222765
MIR3199-1,ENSG00000264073
MIR3667,ENSG00000264139
RN7SL583P,ENSG00000239504
SNORD115-34,ENSG00000199311
MIR5702,ENSG00000263363
SNORD116-2,ENSG00000207001
Y_RNA,ENSG00000207024
MIR6784,ENSG00000277249
MIR378G,ENSG00000263526
SNORD115-37,ENSG00000200638
U4,ENSG00000283442
AC012314.2,ENSG00000274359
MIR6738,ENSG00000277817
MIR7854,ENSG00000277255
U6,ENSG00000276552
Y_RNA,ENSG00000200857
RN7SKP85,ENSG00000223281
RN7SL585P,ENSG00000274168
RNU1-84P,ENSG00000202317
RNU6-1211P,ENSG00000238382
SNORA72,ENSG00000207084
CNOT3,ENSG00000276082
Y_RNA,ENSG00000251837
MIR4766,ENSG00000266594
uc_338,ENSG00000278113
RNA5SP489,ENSG00000238627
RNU2-30P,ENSG00000252018
RNA5SP158,ENSG00000222230
RNA5SP170,ENSG00000252959
RNY1P5,ENSG00000206617
U7,ENSG00000275504
RNA5SP392,ENSG00000252714
MIR3116-2,ENSG00000283690
RN7SL681P,ENSG00000240966
RNU6-654P,ENSG00000201243
Y_RNA,ENSG00000252098
SMAD5-AS1_2,ENSG00000275646
RN7SL672P,ENSG00000239742
U6,ENSG00000283499
RNU6ATAC6P,ENSG00000221059
RNU6-1122P,ENSG00000207178
SNORA71C,ENSG00000201512
pRNA,ENSG00000276197
SNORD2,ENSG00000238942
RNU6-635P,ENSG00000252460
RN7SL126P,ENSG00000276281
RN7SL301P,ENSG00000274169
RNU6-417P,ENSG00000207443
Y_RNA,ENSG00000206905
SNORD74,ENSG00000200891
Y_RNA,ENSG00000206679
RNA5SP393,ENSG00000200293
snoU13,ENSG00000238372
RNU4-34P,ENSG00000222363
MIR20B,ENSG00000284043
U3,ENSG00000221040
MIR5680,ENSG00000266756
RNU2-63P,ENSG00000222724
RN7SKP86,ENSG00000222386
RNU6-686P,ENSG00000201709
MIR4306,ENSG00000263615
RNU6-1287P,ENSG00000199784
RN7SL560P,ENSG00000264438
RN7SL524P,ENSG00000266754
Y_RNA,ENSG00000252225
RNU6-358P,ENSG00000252373
SNORA70,ENSG00000202379
SNORA31,ENSG00000251828
SNORD56,ENSG00000200112
SCARNA4,ENSG00000280466
MIR5571,ENSG00000264824
RN7SL33P,ENSG00000243049
RNU1-133P,ENSG00000201737
RNU2-72P,ENSG00000223107
TMC4,ENSG00000277996
Y_RNA,ENSG00000206978
SNORD101,ENSG00000206754
Y_RNA,ENSG00000206682
MIR3911,ENSG00000283874
Y_RNA,ENSG00000199870
SNORA75,ENSG00000212593
RNU6-1144P,ENSG00000206974
MIR6774,ENSG00000274134
RNU6-98P,ENSG00000206900
MIR3622B,ENSG00000265075
Y_RNA,ENSG00000199740
SNORA68,ENSG00000251715
MIR4466,ENSG00000271899
RN7SL63P,ENSG00000239744
RNU6-978P,ENSG00000201241
RNA5SP511,ENSG00000222419
RN7SL854P,ENSG00000239319
ZNRD1-AS1_2,ENSG00000274187
uc_338,ENSG00000274321
Y_RNA,ENSG00000252742
RNU6-1149P,ENSG00000252619
MIR3166,ENSG00000266581
SNORD114-4,ENSG00000200832
Y_RNA,ENSG00000199875
SNORA48,ENSG00000212181
MIR6767,ENSG00000283180
MIR449A,ENSG00000198983
RNU6-613P,ENSG00000222344
SNORA2,ENSG00000199959
RNU1-85P,ENSG00000200997
MIR411,ENSG00000199109
SNORA26,ENSG00000252236
SNORD115-30,ENSG00000200987
RN7SL559P,ENSG00000240750
RNU6-715P,ENSG00000202074
MIR4788,ENSG00000284561
RNA5SP159,ENSG00000252970
RNU6-725P,ENSG00000252371
RNU6-1175P,ENSG00000202070
RNA5SP220,ENSG00000252107
5S_rRNA,ENSG00000252830
RNU7-25P,ENSG00000252353
RN7SKP132,ENSG00000251810
SNORA18,ENSG00000206592
VIS1,ENSG00000276706
MIR4707,ENSG00000284118
RNU6-707P,ENSG00000201517
RNU6-1021P,ENSG00000200132
MIR6761,ENSG00000274697
SNORA67,ENSG00000277985
ST7-OT3_1,ENSG00000275054
RNU6-667P,ENSG00000252995
U3,ENSG00000212321
Y_RNA,ENSG00000199832
SNORD115-20,ENSG00000201969
Y_RNA,ENSG00000202200
SCG5,ENSG00000277614
U6,ENSG00000277660
RN7SKP99,ENSG00000252837
SNORD114-14,ENSG00000199593
AC006449.1,ENSG00000277005
RN7SL700P,ENSG00000244521
RNU6-917P,ENSG00000252103
TCL6_3,ENSG00000277468
RNU6-958P,ENSG00000252804
RNU6-712P,ENSG00000222490
Y_RNA,ENSG00000199705
RNU6-798P,ENSG00000252721
Metazoa_SRP,ENSG00000277740
SNORD19,ENSG00000222345
RNU6-397P,ENSG00000252035
RNU1-45P,ENSG00000253000
RNA5SP61,ENSG00000252262
RNU1-67P,ENSG00000207175
Y_RNA,ENSG00000252021
Y_RNA,ENSG00000263610
SNORA2B,ENSG00000207313
Metazoa_SRP,ENSG00000275319
U6,ENSG00000278379
SNORD113,ENSG00000222185
RNU6-588P,ENSG00000222213
RNU6-838P,ENSG00000200269
RNU6-774P,ENSG00000200108
MIR6083,ENSG00000276656
MIR6133,ENSG00000276137
RN7SKP137,ENSG00000223006
RN7SL634P,ENSG00000242894
MIR1324,ENSG00000283894
RNU7-151P,ENSG00000252739
RN7SKP7,ENSG00000222472
RNU6-1304P,ENSG00000223306
MIR548AD,ENSG00000265301
Metazoa_SRP,ENSG00000276353
SNORD23,ENSG00000221139
Y_RNA,ENSG00000201892
Y_RNA,ENSG00000207370
RNU6-409P,ENSG00000206841
RN7SL503P,ENSG00000240374
RNU6-755P,ENSG00000201270
RNU6-1292P,ENSG00000206583
SNORA75,ENSG00000212440
MIR3935,ENSG00000265281
MIR509-3,ENSG00000212014
RNU6-878P,ENSG00000207308
MIR5708,ENSG00000265588
RNA5SP487,ENSG00000222118
Metazoa_SRP,ENSG00000277396
RNA5SP280,ENSG00000223162
MIR1275,ENSG00000221697
RNU7-176P,ENSG00000238962
MIR6881,ENSG00000277391
MIR3670-1,ENSG00000263918
MIR4637,ENSG00000264792
RNU6-1244P,ENSG00000200484
RNVU1-15,ENSG00000207205
RN7SKP196,ENSG00000252076
MIR4539,ENSG00000265612
RNU6-848P,ENSG00000251757
MIR5700,ENSG00000266099
RNA5SP116,ENSG00000251941
Metazoa_SRP,ENSG00000278770
RNU7-116P,ENSG00000252749
MIR3199-2,ENSG00000283225
MIR3173,ENSG00000264607
SNORD48,ENSG00000201823
RN7SL62P,ENSG00000239640
MIR136,ENSG00000207942
OSCAR,ENSG00000278533
MIR548AK,ENSG00000265653
AC018816.1,ENSG00000275981
MIR4671,ENSG00000264377
Y_RNA,ENSG00000200842
RNU6-1114P,ENSG00000251831
RNA5SP499,ENSG00000200852
MIR1273G,ENSG00000265815
MIR214,ENSG00000283844
Metazoa_SRP,ENSG00000278226
Y_RNA,ENSG00000199550
RFPL3-AS1_1,ENSG00000275656
MIR6079,ENSG00000283477
RN7SL615P,ENSG00000263989
RNU4ATAC6P,ENSG00000252401
MIR4781,ENSG00000283749
RN7SL627P,ENSG00000274747
SNORA78,ENSG00000273587
RNU6-231P,ENSG00000252931
RNU6-703P,ENSG00000252755
RNA5SP250,ENSG00000199404
RN7SL391P,ENSG00000265388
Y_RNA,ENSG00000200179
RNU6-403P,ENSG00000200033
RNU6-1064P,ENSG00000222558
RNU6ATAC9P,ENSG00000252019
TFPT,ENSG00000275086
Y_RNA,ENSG00000206862
SNORA70,ENSG00000253042
Y_RNA,ENSG00000199676
Y_RNA,ENSG00000238783
RNU6-785P,ENSG00000223256
RNY3P11,ENSG00000201023
RN7SL738P,ENSG00000243339
U6,ENSG00000283527
RNU6-147P,ENSG00000206710
RNU6-14P,ENSG00000207360
Y_RNA,ENSG00000207127
MIR3918,ENSG00000265558
RNU6-281P,ENSG00000206939
RDH13,ENSG00000275474
SNORA48,ENSG00000212383
RNU4-48P,ENSG00000202429
Y_RNA,ENSG00000201405
MIR513B,ENSG00000207871
SNORD115-27,ENSG00000201300
Y_RNA,ENSG00000212319
hsa-mir-550a-2,ENSG00000283461
RN7SKP250,ENSG00000200794
MIR4646,ENSG00000266776
RNU6-1020P,ENSG00000200554
SNORA51,ENSG00000207022
MIR5705,ENSG00000263981
RNU6-190P,ENSG00000206881
MIR4511,ENSG00000264737
RN7SKP163,ENSG00000200091
SNORA19,ENSG00000251974
MIR6749,ENSG00000274314
MIR1247,ENSG00000283857
Metazoa_SRP,ENSG00000274711
RNA5SP79,ENSG00000202063
RNU2-58P,ENSG00000252212
RNU6-1186P,ENSG00000222361
RNA5SP418,ENSG00000251760
RN7SKP200,ENSG00000222496
RNU6-607P,ENSG00000223215
SNORD15A,ENSG00000206941
Y_RNA,ENSG00000199410
TSEN34,ENSG00000278712
RN7SL724P,ENSG00000244692
RNU7-193P,ENSG00000252532
RNU6-298P,ENSG00000212190
SNORA10,ENSG00000206811
RN7SL159P,ENSG00000242281
MIR1206,ENSG00000283200
SCARNA4,ENSG00000281516
MIR548AQ,ENSG00000265470
uc_338,ENSG00000276426
RN7SL101P,ENSG00000243548
SNORD117,ENSG00000266419
RNU6-1067P,ENSG00000207483
MIR4653,ENSG00000264425
MIR329-2,ENSG00000207762
MIR6499,ENSG00000276622
MIRLET7G,ENSG00000199150
MIR548AR,ENSG00000264539
RNA5SP515,ENSG00000201440
MIR608,ENSG00000207551
SNORA71,ENSG00000201811
RNU6-544P,ENSG00000200146
RN7SL794P,ENSG00000240235
RNU7-113P,ENSG00000238735
MIR1233-1,ENSG00000221649
RN7SL799P,ENSG00000244006
NCR1,ENSG00000277824
uc_338,ENSG00000277306
MIR6734,ENSG00000283836
RN7SL567P,ENSG00000240203
MIR29A,ENSG00000284032
MIR8063,ENSG00000277202
MIR4253,ENSG00000264014
RNU2-2P,ENSG00000222328
RNU4-23P,ENSG00000199709
MIR3659,ENSG00000265596
RNU6-840P,ENSG00000253084
Y_RNA,ENSG00000206808
SNORD116-17,ENSG00000206656
RNU6-261P,ENSG00000238697
MIR649,ENSG00000207575
Y_RNA,ENSG00000202141
RNU6-181P,ENSG00000200095
Y_RNA,ENSG00000199781
RNU6-694P,ENSG00000200941
SNORA11E,ENSG00000221705
RN7SL73P,ENSG00000265882
RNU6-144P,ENSG00000206678
RN7SKP47,ENSG00000202217
RNU6-1198P,ENSG00000252713
RN7SL49P,ENSG00000265802
RNA5SP129,ENSG00000222208
MIR4471,ENSG00000265599
MIR944,ENSG00000216058
RNU6-351P,ENSG00000251906
AP001052.1,ENSG00000281420
RFPL3-AS1_2,ENSG00000274170
MIR6885,ENSG00000274390
RNY3P16,ENSG00000252147
RNU6-317P,ENSG00000206758
TFPT,ENSG00000276022
MIR5190,ENSG00000266146
AC001228.1,ENSG00000275660
TFPT,ENSG00000276323
RNA5SP34,ENSG00000252696
RN7SL388P,ENSG00000239577
RNU6-965P,ENSG00000252530
MIR8054,ENSG00000275868
RNU7-84P,ENSG00000251892
MIR5092,ENSG00000264986
RNU6-989P,ENSG00000199626
AP000349.1,ENSG00000267954
RNU6ATAC22P,ENSG00000252603
Y_RNA,ENSG00000207356
RNU6-258P,ENSG00000212186
RN7SKP80,ENSG00000202058
HOTAIRM1_5,ENSG00000277694
Metazoa_SRP,ENSG00000274701
RN7SL461P,ENSG00000243801
MIR1245A,ENSG00000221502
RNU2-36P,ENSG00000222293
RN7SL465P,ENSG00000244297
Y_RNA,ENSG00000200298
Y_RNA,ENSG00000206967
RN7SL174P,ENSG00000243333
RNA5SP132,ENSG00000201595
OSCAR,ENSG00000275551
SNORD115-1,ENSG00000201831
RNA5SP80,ENSG00000222407
MIR3154,ENSG00000264823
RN7SL784P,ENSG00000264113
SNORA25,ENSG00000252993
Y_RNA,ENSG00000201668
MIR219A1,ENSG00000199036
Y_RNA,ENSG00000222579
RNA5SP205,ENSG00000201523
SNORA31,ENSG00000252291
Metazoa_SRP,ENSG00000278357
RNU6-1254P,ENSG00000212568
RNU1-39P,ENSG00000206624
TCL6_2,ENSG00000275033
RNA5S16,ENSG00000202257
RN7SL654P,ENSG00000244568
MIR4291,ENSG00000265347
MIR124-3,ENSG00000207598
RNU6-38P,ENSG00000206812
U6,ENSG00000283564
U6,ENSG00000265795
CDKN2B-AS,ENSG00000277653
RNU6-210P,ENSG00000252752
RNA5SP372,ENSG00000212138
RNA5SP275,ENSG00000200806
RN7SKP278,ENSG00000222436
MIR802,ENSG00000211590
MIR99B,ENSG00000207550
MIR4777,ENSG00000263641
SNORD109A,ENSG00000274640
RNA5SP437,ENSG00000253058
Metazoa_SRP,ENSG00000276713
RNU6-1235P,ENSG00000207289
RN7SL215P,ENSG00000242201
MIR3179-4,ENSG00000277014
RN7SL342P,ENSG00000239398
U1,ENSG00000206828
Y_RNA,ENSG00000199442
U8,ENSG00000207430
RNU6-731P,ENSG00000253022
RMRP,ENSG00000277027
RNU7-181P,ENSG00000253043
RNU6-70P,ENSG00000252247
SNORD99,ENSG00000221539
Metazoa_SRP,ENSG00000277592
RNU5F-6P,ENSG00000199849
RNU1-105P,ENSG00000200340
RN7SL612P,ENSG00000266160
SNORD113-4,ENSG00000201672
U6,ENSG00000278063
RNA5SP232,ENSG00000201014
SNORD58B,ENSG00000271982
RN7SL515P,ENSG00000241406
RN7SKP257,ENSG00000201395
Metazoa_SRP,ENSG00000273573
SNORA23,ENSG00000201998
Y_RNA,ENSG00000202361
MIR1-1,ENSG00000199017
RNA5SP229,ENSG00000222741
SNORA70,ENSG00000252258
MIR184,ENSG00000207695
RNU6-46P,ENSG00000206587
GP6,ENSG00000275931
RN7SL685P,ENSG00000242315
MIR626,ENSG00000207766
SNORA26,ENSG00000212187
snoU13,ENSG00000238761
SNORD50,ENSG00000199857
SNORA16A,ENSG00000274582
uc_338,ENSG00000277916
RN7SKP255,ENSG00000200312
ZNRD1-AS1_1,ENSG00000275415
RNU6-895P,ENSG00000206852
RNU6-582P,ENSG00000199859
Y_RNA,ENSG00000200737
Y_RNA,ENSG00000200060
RNU6ATAC34P,ENSG00000221806
Y_RNA,ENSG00000252064
RNU2-71P,ENSG00000223327
SNORA11D,ENSG00000221475
RN7SL657P,ENSG00000264293
Metazoa_SRP,ENSG00000277605
Y_RNA,ENSG00000207207
RN7SKP158,ENSG00000222385
RNY3P8,ENSG00000223298
Y_RNA,ENSG00000200118
MIR4645,ENSG00000266750
RN7SL395P,ENSG00000244307
RNU7-138P,ENSG00000239053
RNA5SP105,ENSG00000212425
RNA5SP306,ENSG00000223019
MIR1181,ENSG00000284268
U2,ENSG00000274806
MIR4326,ENSG00000266104
MIR8057,ENSG00000276221
MIR3923,ENSG00000265193
MIR6859-3,ENSG00000275449
RPS9,ENSG00000274005
RNU6-500P,ENSG00000199219
RNU6-709P,ENSG00000253066
MIR4432,ENSG00000266078
RNU7-82P,ENSG00000238924
RNU6-1068P,ENSG00000222890
MIR644A,ENSG00000207997
MIR6802,ENSG00000278328
MIR4688,ENSG00000264102
RN7SL801P,ENSG00000241230
MIR377,ENSG00000199015
MIR6884,ENSG00000283721
MIR532,ENSG00000207758
RNU6-699P,ENSG00000252890
Y_RNA,ENSG00000202279
RN7SL39P,ENSG00000241223
MIR6746,ENSG00000277892
snoU109,ENSG00000239197
FAM231D,ENSG00000268674
RDH13,ENSG00000278284
MIR5704,ENSG00000265859
MIR6803,ENSG00000278264
SNORD48,ENSG00000264202
MIR6797,ENSG00000276926
MIR3180-2,ENSG00000265373
Y_RNA,ENSG00000207265
MIR5095,ENSG00000266188
RNA5S9,ENSG00000201321
U1,ENSG00000270722
MIR4716,ENSG00000264210
CCL4,ENSG00000277943
RNU6-546P,ENSG00000206718
Y_RNA,ENSG00000202469
MIR197,ENSG00000284443
RNU2-55P,ENSG00000223078
MIR3143,ENSG00000265565
Y_RNA,ENSG00000201282
RN7SKP169,ENSG00000223056
SNORD111B,ENSG00000221514
MIR2277,ENSG00000284336
RN7SL561P,ENSG00000242348
RNU1-52P,ENSG00000206917
RNU1-19P,ENSG00000200176
RN7SL371P,ENSG00000266210
Y_RNA,ENSG00000207384
NEAT1_2,ENSG00000278050
SNORD42,ENSG00000201209
SNORD115-36,ENSG00000202499
MIR6068,ENSG00000275836
RN7SL98P,ENSG00000240613
Y_RNA,ENSG00000202523
RNU6-1042P,ENSG00000206931
snoZ6,ENSG00000252200
RNU6-631P,ENSG00000200790
RN7SKP154,ENSG00000222068
RNU7-92P,ENSG00000238785
ZNRD1-AS1_2,ENSG00000275856
U2,ENSG00000274432
RNA5SP171,ENSG00000212373
RNA5SP96,ENSG00000251850
VTRNA1-3,ENSG00000202515
RMST_9,ENSG00000276398
Metazoa_SRP,ENSG00000277635
Metazoa_SRP,ENSG00000274841
RNU6-995P,ENSG00000212546
RNU4-90P,ENSG00000199643
RNA5SP359,ENSG00000201708
RNU6-583P,ENSG00000251821
SCARNA20,ENSG00000252778
RNY3P12,ENSG00000202297
RNY4P6,ENSG00000200537
MIR6850,ENSG00000283764
Y_RNA,ENSG00000200615
RNU6-300P,ENSG00000238616
Y_RNA,ENSG00000201088
RN7SL688P,ENSG00000239726
MIR548G,ENSG00000221369
SNORA8,ENSG00000206977
MIR548AH,ENSG00000283682
RNU6-1263P,ENSG00000207331
RN7SKP66,ENSG00000252490
RNU6-723P,ENSG00000206700
Y_RNA,ENSG00000200754
SNORA31,ENSG00000252096
MIR5682,ENSG00000264477
RN7SL32P,ENSG00000263941
RNU2-54P,ENSG00000222231
RN7SL28P,ENSG00000244512
RN7SKP76,ENSG00000201289
SNORA19,ENSG00000207468
U8,ENSG00000200496
RNU7-30P,ENSG00000252644
WT1-AS_2,ENSG00000273677
RN7SL380P,ENSG00000244532
MIR320D1,ENSG00000211491
RN7SL860P,ENSG00000240713
RMST_10,ENSG00000277081
MIR4329,ENSG00000283775
HOTAIR_2,ENSG00000275589
VTRNA3-1P,ENSG00000199422
RNU6-197P,ENSG00000252489
Y_RNA,ENSG00000206950
Y_RNA,ENSG00000201277
Y_RNA,ENSG00000238366
RN7SL596P,ENSG00000264519
RNA5SP366,ENSG00000202324
RNU6-1283P,ENSG00000202184
RNU6-1005P,ENSG00000207248
RN7SL213P,ENSG00000239820
RNU7-93P,ENSG00000238540
MIR4457,ENSG00000263670
SNORD56,ENSG00000200377
RNU6-1048P,ENSG00000200924
SNORD115-4,ENSG00000200680
RN7SKP246,ENSG00000201423
Y_RNA,ENSG00000200702
NLRP2,ENSG00000274638
SNORA63,ENSG00000199363
SNORA40,ENSG00000253047
MIR1263,ENSG00000221251
RN7SL386P,ENSG00000273610
RN7SL113P,ENSG00000278590
MIR4276,ENSG00000265846
MIR16-2,ENSG00000198987
RNA5SP182,ENSG00000251873
RN7SL790P,ENSG00000239745
MIR4444-2,ENSG00000266780
Y_RNA,ENSG00000201074
MIR8084,ENSG00000277063
RNU7-103P,ENSG00000238370
MIR3135B,ENSG00000263649
MIR126,ENSG00000199161
MIR5188,ENSG00000265345
RNU4-71P,ENSG00000252067
MIR4421,ENSG00000265538
AL355480.4,ENSG00000281825
MIR4314,ENSG00000264005
MIR4665,ENSG00000263575
MIR4793,ENSG00000284575
MIR6737,ENSG00000276584
RPS9,ENSG00000275323
MIR1244-1,ENSG00000284378
MIR4525,ENSG00000266107
MIR3685,ENSG00000265917
RP4-564M11.2,ENSG00000230498
RP11-415A20.1,ENSG00000237552
ST6GALNAC5,ENSG00000117069
TPI1P1,ENSG00000226415
RP11-158I23.1,ENSG00000248607
RP5-1029F21.4,ENSG00000263300
RP5-1029F21.2,ENSG00000262905
RP5-1029F21.3,ENSG00000263015
SLC52A3,ENSG00000101276
SIRT2,ENSG00000068903
LINC02091,ENSG00000273172
AL590762.6,ENSG00000224208
RP11-666A20.3,ENSG00000241439
COX8A,ENSG00000176340
HSPE1P4,ENSG00000258153
RPL15P4,ENSG00000231623
RP11-763E3.1,ENSG00000262052
DOC2B,ENSG00000272636
RP11-120I21.3,ENSG00000253362
RANBP17,ENSG00000204764
ZNF277,ENSG00000198839
RPSAP34,ENSG00000239939
NAA40,ENSG00000110583
RP5-856G1.2,ENSG00000176515
C1orf198,ENSG00000119280
RP11-296C13.1,ENSG00000254189
TMEM100,ENSG00000166292
RP11-731N10.1,ENSG00000253836
RP11-354A14.1,ENSG00000254689
AGT,ENSG00000135744
SERAC1,ENSG00000122335
SKA1,ENSG00000262634
RP11-306G20.1,ENSG00000244036
RP11-1030E3.1,ENSG00000282443
RP11-1030E3.2,ENSG00000282085
CTB-113P19.1,ENSG00000249035
CTB-113P19.4,ENSG00000260581
RP11-515O17.2,ENSG00000263096
RP11-532F6.2,ENSG00000219712
HUS1B,ENSG00000188996
RP1-20B11.2,ENSG00000230433
DLSTP1,ENSG00000181227
FAT2,ENSG00000086570
CTC-251D13.1,ENSG00000271795
C17orf98,ENSG00000276913
CWC25,ENSG00000276761
RP4-595K12.2,ENSG00000230863
PSMB3,ENSG00000275903
ZNF148,ENSG00000163848
RP11-775J23.2,ENSG00000243508
GOT2,ENSG00000125166
HLA-B,ENSG00000228964
XXbac-BPG248L24.10,ENSG00000226834
WASF5P,ENSG00000225403
HMGN2P19,ENSG00000229367
